file;sent_id;source;cue;content;polarity;sent_text;negation;certainty;negation_NLTK;group;centroid
nytimes-com_20170309T113837;83;health and school officials ;urged ;a different course ;negative;As Ciel Lorenzen , a massage therapist , picked up her children , Rio , 10 , and Athena , 7 , at Lagunitas Elementary , she defended her choice to not vaccinate either of them , even as health and school officials urged a different course .;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
oredigger-net_20160729T150530;19;30 % of the general public ;believed ;that vaccinations should be a choice ;negative;30 % of the general public , however , believed that vaccinations should be a choice [ 4 ] .;Confirm;certain;Confirm;9;about his vaccines 
oredigger-net_20160729T150530;23;they ;believe ;the vaccines themselves are innately dangerous ;positive;Based on responses to pediatricians , parents are mainly unwilling to vaccinate their children because they either do not think their children are at risk for diseases or they believe the vaccines themselves are innately dangerous .;Confirm;certain;Deny;9;about his vaccines 
oredigger-net_20160729T150530;29;who ;claimed ;that the measles vaccine could cause autism in young children ;positive;The most famous of these theories was published in the Lancet in 1998 by Andrew J. Wakefield , who claimed that the measles vaccine could cause autism in young children .;Confirm;certain;Confirm;1;vaccines can cause autism 
oredigger-net_20160729T150530;31;around 25 % of 1500 participants ;believed ;it to be true ;positive;Despite the proof that this theory is false , a recent survey showed that around 25 % of 1500 participants still believed it to be true [ 5 ] .;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
oredigger-net_20160729T150530;34;science ;shown ;that children should be vaccinated ;negative;Possible Policies Now that science has shown that children should be vaccinated , the question still remains : should governments mandate their vaccinations ?;Confirm;uncertain;Confirm;13;to get their children vaccinated 
patient-info_20161209T104048;79;the Department of Health ;recommends ;that parents be discouraged from using them ;positive;[ 2 ] Some private clinics offer single vaccines but the Department of Health recommends that parents be discouraged from using them .;Confirm;certain;Confirm;13;to get their children vaccinated 
patient-info_20161213T214035;26;The Joint Committee on Vaccination and Immunisation ;recommends ;the intramuscular rather than the intradermal route for rabies vaccine ;positive;The Joint Committee on Vaccination and Immunisation recommends the intramuscular rather than the intradermal route for rabies vaccine .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
patient-info_20161213T214035;70;They ;know ;the level of risk locally ;negative;They are likely to know the level of risk locally and be able to advise on the need for vaccination .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
patient-info_20161214T134949;74;doctors ;recommend ;injectable vaccine use in children aged 12-24 months ;positive;Note : doctors may occasionally recommend injectable vaccine use in children aged 12-24 months if the risk of typhoid is very high .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
patient-info_20170211T092911;2;you ;think ;that you are not fully immunised ;negative;See your practice nurse if you think that you are not fully immunised .;Deny;certain;Deny;3;it was like I was a completely different baby afterwards 
patient-info_20170211T092911;33;you ;think ;that you are not fully immunised against tetanus ;negative;See your practice nurse if you think that you are not fully immunised against tetanus ( that is - if you have not had five injections in total ) .;Deny;certain;Deny;10;when they may get chickenpox vaccine 
petmd-com_20170209T130913;4;you ;know ;which type is the worst offender ;positive;You might know that chocolate can be deadly to dogs , but do you know which type is the worst offender ?;Confirm;certain;Confirm;6;the quick response prevented the outbreak from getting worse 
petmd-com_20170209T130913;36;your veterinarian ;confident ;that it was done properly ;positive;If the breeder or shelter gave your puppy vaccinations recently , and your veterinarian is confident that it was done properly , a schedule for follow-up vaccinations will be made .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
pregnancyforum-co-uk_20160514T164028;10;im ;pleased ;I made the decision I did ;positive;LOs comfort is worth more than money , and im so pleased I made the decision I did It really does make a difference does n't it ?!;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
pregnancyforum-co-uk_20160514T164028;20;we ;blaming ;others for every little thing ;positive;The problem people have is , we 're so ' up for ' blaming others for every little thing .;Confirm;certain;Confirm;2;others for every little thing 
pregnancyforum-co-uk_20160514T164028;29;I ;know ;this study ;positive;I made it my business to know this study inside out and have followed it religiously .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
pregnancyforum-co-uk_20160514T164028;30;New clients ;know ;why and if it was something they did ;positive;New clients come onto my lists wanting to know why and if it was something they did .;Confirm;certain;Confirm;2;others for every little thing 
pregnancyforum-co-uk_20160514T164028;32;you ;blame ;yourself for letting your child have the vaccine ;negative;Theres no blame , you could blame yourself for letting your child have the vaccine , but you could for not !;Confirm;certain;Deny;10;when they may get chickenpox vaccine 
pregnancyforum-co-uk_20160514T164028;33;you ;think ;the combined vaccine would have been pulled YEARS ago ? ;positive;If the study have a strong enough backbone , do n't you think the combined vaccine would have been pulled YEARS ago ?;Confirm;uncertain;Deny;10;when they may get chickenpox vaccine 
pregnancyforum-co-uk_20160514T164028;38;alot of leaflets ;persuade ;to their way of thinking ;negative;It 's a shame alot of leaflets are designed by nature to express the authors beliefs and persuade you to their way of thinking , even the ones you pick up in the doctors clinics are the same , it 's hard to truely write from an unbiased point of view .;Confirm;certain;Confirm;2;others for every little thing 
reasonable-hank_20170912T094538;8;official Vaxxed New Zealand spokesperson â and child abuser â Sarah Cox ;called ;for the execution of award-winning journalist , Brian Deer ;positive;Recently , we ’ve seen how official Vaxxed New Zealand spokesperson – and child abuser – Sarah Cox , called for the execution of award-winning journalist , Brian Deer .;Confirm;certain;Confirm;2;others for every little thing 
reasonable-hank_20170912T094538;14;They ;deny ;that what they are doing is anti-vaccine ;positive;They will do anything to deny that what they are doing is anti-vaccine .;Confirm;uncertain;Confirm;0;to how he was invited to an inaugural ball 
reasonable-hank_20170912T094538;15;Wakefield ;states ;that a regime of safe immunisation is a laudable notion ;positive;Wakefield even disingenuously states , in Vaxxed , that a regime of safe immunisation is a laudable notion .;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
reasonable-hank_20170912T094538;16;We ;know ;he does nât mean it ;positive;We know he does n’t mean it .;Confirm;certain;Confirm;5;you go see it if you can 
reasonable-hank_20170912T094538;17;Wakefield and his personality-cult ;think ;that there are any safe vaccines ;negative;We know that Wakefield and his personality-cult do not think that there are any safe vaccines .;Confirm;certain;Deny;9;about his vaccines 
reasonable-hank_20170912T094538;19;the creators ;adamant ;that the film was not anti-vaccine ;negative;In press conferences , held at the time of the film ’s release , the creators were adamant that the film was not anti-vaccine .;Deny;certain;Deny;3;it was like I was a completely different baby afterwards 
reasonable-hank_20170912T094538;22;who ;declared ;that vaccination is the same as rape ;positive;Although the bulk of the film is dedicated to the debunked CDC/MMR conspiracy theory , it is clear that whooping cough immunisation is also falsely blamed for causing autism , as well as other “ mercury ” or “ toxin ” containing vaccines , vaccines given at 6 months of age ( which can not be the MMR ) , and even the Gardasil vaccine is mentioned ( it is seen in document form on the computer screen of anti-vaccination activist , Brandy Vaughan ) : Adding to the antivax credentials of the film is the latest official campaign from the filmmakers , teaming up with Australia ’s premier , disreputable , discredited , callous anti-vaccination organisation , the Australian Vaccination-skeptics Network – an organisation which has the dubious honour of having a public health warning issued against it for its rampant , dishonest anti-vaccinationism – in this new antivax caravan of carnage : Also busily plugging the new , national liefest across the internet is AVN founder Meryl Dorey , herself known for many hideous acts , among them stating that vaccination is the same as the rape of a child : Even less than one month ago , the official Vaxxed Facebook page shared this defiantly antivax video from US antivaxer Marcella Piper-Terry , a person more well-known among evidence-based readers as the person who also declared that vaccination is the same as rape : The whole Vaxxed campaign is anti-vaccine .;Confirm;certain;Deny;8;not to vaccinate their children at all 
reasonable-hank_20170912T094538;27;Bigtree ;promote ;convicted child killers , David and Collet Stephan ;positive;July 24 2017 , in Australia , Vaxxed star and producer , Polly Tommey , states that it only takes one vaccine to kill your child : July 24 2017 , in Australia , Tommey , states that there is no such thing as a safe vaccine ;;;;;
sharylattkisson-com_20171001T192931;5;the study authors ;declare ;â The Lewin Group operates with editorial independence . â ;negative;That potential conflict of interest was not disclosed in the paper published in The New England Journal of Medicine ;;;;;
sharylattkisson-com_20171001T192931;11;Many Studies ;Suggest ;Possible Vaccine-Autism Links ;positive;Many Studies Suggest Possible Vaccine-Autism Links When the popular press , bloggers and medical pundits uncritically promote a study like The Lewin Group ’s , it must confound researchers like Lucija Tomljenovic , Catherine DeSoto , Robert Hitlan , Christopher Shaw , Helen Ratajczak , Boyd Haley , Carolyn Gallagher , Melody Goodman , M.I. Kawashti , O.R. Amin , N.G. Rowehy , T. Minami , Laura Hewitson , Brian Lopresti , Carol Stott , Scott Mason , Jaime Tomko , Bernard Rimland , Woody McGinnis , K. Shandley and D.W. Austin .;Confirm;certain;Confirm;14;that there is no evidence of a link 
sharylattkisson-com_20171001T192931;14;news reports , blogs and â medical experts â ;claim ;no such studies exist ;negative;In fact , news reports , blogs and “ medical experts ” routinely claim no such studies exist .;Confirm;certain;Confirm;14;that there is no evidence of a link 
sharylattkisson-com_20171001T192931;15;none ;claimed ;to do so ;negative;To be clear : no study to date conclusively proves or disproves a causal link between vaccines and autism and — despite the misreporting — none has claimed to do so .;Confirm;certain;Deny;0;to how he was invited to an inaugural ball 
sharylattkisson-com_20171001T192931;18;the studies ;supporting ;a possible link between vaccines and autism ;positive;The Astroturf Propaganda Campaign It ’s theoretically possible that all of the studies supporting a possible link between vaccines and autism are wrong .;Confirm;certain;Confirm;1;vaccines can cause autism 
sharylattkisson-com_20171001T192931;20;the propagandists ;declare ;them to be ;positive;The scientists and their research are “ controversial , ” simply because the propagandists declare them to be .;Confirm;certain;Confirm;0;to how he was invited to an inaugural ball 
sharylattkisson-com_20171001T192931;25;the propagandists ;declare ;â unrelated , â ;negative;“ Weak , ” “ too small , ” “ haphazard , ” “ not replicated , ” “ junk science , ” “ flawed , ” “ unrelated , ” declare the propagandists , without exception .;Confirm;certain;Deny;12;the latter seemed more like a common cold 
sharylattkisson-com_20171001T192931;28;CDC ;claims ;â no link â between vaccines and autism ;negative;CDC claims “ no link ” between vaccines and autism A Small Sampling Many of the studies have common themes regarding a subset of susceptible children with immunity issues who , when faced with various vaccine challenges , end up with brain damage described as autism .;Confirm;certain;Confirm;1;vaccines can cause autism 
sharylattkisson-com_20171001T192931;31;these published studies ;supporting ;a possible link between vaccines and autism ;positive;So what are a few of these published studies supporting a possible link between vaccines and autism ?;Confirm;uncertain;Confirm;1;vaccines can cause autism 
sharylattkisson-com_20171001T192931;33;the critics ;say ;Nothing to see here that study is old ;positive;( Nothing to see here , say the critics , that study is old . );Confirm;certain;Deny;2;others for every little thing 
sharylattkisson-com_20171001T192931;35;the propagandists ;insist ;â Flawed and non-replicable , â ;positive;( “ Flawed and non-replicable , ” insist the propagandists . );Confirm;certain;Confirm;12;the latter seemed more like a common cold 
sharylattkisson-com_20171001T192931;39;The bloggers ;say ;that other studies contradict it ;negative;( The bloggers say it ’s an old study , and that other studies contradict it . );Confirm;certain;Confirm;14;that there is no evidence of a link 
sharylattkisson-com_20171001T192931;45;that ;claimed ;no link between thimerosal in vaccines and autism ;positive;A 2009 study in The Journal of Child Neurology found a major flaw in a widely-cited study that claimed no link between thimerosal in vaccines and autism .;Confirm;certain;Confirm;1;vaccines can cause autism 
sharylattkisson-com_20171001T192931;47;Critics ;: ;the study is not to be believed ;negative;( Critics : the study is not to be believed . );Deny;certain;Deny;14;that there is no evidence of a link 
sharylattkisson-com_20171001T192931;55;Critics ;say ;she reviewed â debunked and fringe â science ;positive;( Critics say she reviewed “ debunked and fringe ” science . );Confirm;certain;Confirm;14;that there is no evidence of a link 
sharylattkisson-com_20171001T192931;66;the critics ;say ;â Too small â of a study ;negative;( “ Too small ” of a study , say the critics . );Confirm;certain;Confirm;2;others for every little thing 
sharylattkisson-com_20171001T192931;73;Critics ;say ;the work was not replicable ;negative;( Critics say that ’s not proof , and the work was not replicable . );Deny;certain;Deny;5;you go see it if you can 
sharylattkisson-com_20171001T192931;79;her colleagues at the Institute of Medicine ;wish ;to investigate the possible link ;negative;She disclosed that her colleagues at the Institute of Medicine did not wish to investigate the possible link because they feared the impact it would have on the vaccination program .;Confirm;certain;Deny;14;that there is no evidence of a link 
sharylattkisson-com_20171001T192931;82;who ;accuse ;their company of committing vaccine fraud ;positive;And there are the former scientists from Merck , maker of the MMR vaccine in question , who have turned into whistleblowers and accuse their company of committing vaccine fraud .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
sharylattkisson-com_20171001T192931;83;you ;want ;to review research and evidence ;negative;Read : CDC Vaccine Information Statements The Spin If you want to review research and evidence on the other side , a simple Internet search will easily turn up everything you want to know .;Confirm;certain;Confirm;14;that there is no evidence of a link 
sharylattkisson-com_20171001T192931;90;he ;denies ;a connection with vaccination and autism ;positive;He ’s introduced as “ director of the Vaccine Education Center at the Children ’s Hospital of Philadelphia ” and he “ denies a connection with vaccination and autism . ”;Confirm;certain;Confirm;1;vaccines can cause autism 
sharylattkisson-com_20171001T192931;100;who ;deny ;vaccines have anything to do with autism ;positive;The supposedly best medical experts in the world who deny vaccines have anything to do with autism remain at an utter loss to explain this generation ’s epidemic .;Confirm;certain;Confirm;1;vaccines can cause autism 
sharylattkisson-com_20171001T192931;121;I ;thought ;this would apply to someone ELSE ! ;positive;Then the cry will be “ oh , but I thought this would apply to someone ELSE ! ”;Confirm;certain;Confirm;5;you go see it if you can 
sharylattkisson-com_20171001T192931;126;we ;conclude ;that vaccines are not making kids healthier ;positive;The one thing we can safely conclude is that vaccines are not making kids healthier , and the last time I checked , a healthy immune system is required to thwart disease .;Deny;certain;Deny;9;about his vaccines 
sharylattkisson-com_20171001T192931;141;who ;claim ;to the science ;positive;It is common sense , but the majority is content with just listening to those who claim to know the science .;Confirm;certain;Confirm;1;vaccines can cause autism 
sharylattkisson-com_20171001T192931;142;Simple common sense ;says ;that the science is lying ;positive;Simple common sense says that the science is lying .;Confirm;certain;Confirm;4;the questions citizens of the world should be asking 
sharylattkisson-com_20171001T192931;150;I ;remember ;reading it before ;negative;I note that although September 17 is the given publication for this article the first extant reply is July 30 – indeed , I seem to remember reading it before .;Confirm;certain;Confirm;13;to get their children vaccinated 
sharylattkisson-com_20171001T192931;152;they ;know ;their vaccination status ;positive;These were some comments I made to a journalist in April : “ Basically , they are comparing two groups that have been heavily MMRed but this is based on billing records – they do n’t really know their vaccination status .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
sharylattkisson-com_20171001T192931;153;they ;know ;their autism status ;positive;Nor do they really know their autism status ( they may very well not have gone to the insurer with the diagnosis ) .;Confirm;certain;Deny;1;vaccines can cause autism 
sharylattkisson-com_20171001T192931;159;Insel ;said ;it was due in 3 months on 20 May 2014 ;negative;Also note that Insel said it was due in 3 months on 20 May 2014 , so it comes 8 months late , released a day ahead of crucial votes in California and Vermont .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
sharylattkisson-com_20171001T192931;177;many others ;state ;the same thing happened to their babies ;positive;In the threads to the various posts of that story , many others state the same thing happened to their babies – cardiac arrest within hours of vaccination .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
the-Guardian_20160416T111806;1;Tanya Gottesburen ;refused ;to have her son Robert vaccinated ;positive;For more than three years , Tanya Gottesburen refused to have her son Robert vaccinated .;Confirm;certain;Confirm;13;to get their children vaccinated 
the-Guardian_20160416T111806;2;she ;found ;that â really disturbing â ;positive;She did n’t like what she read about the ingredients in vaccines – things like mercury , aluminum and bovine serum that she found “ really disturbing ” .;Confirm;uncertain;Confirm;3;it was like I was a completely different baby afterwards 
the-Guardian_20160416T111806;17;she ;know ;what to do ;negative;Still , though , she did not know what to do .;Confirm;certain;Deny;0;to how he was invited to an inaugural ball 
the-Guardian_20160416T111806;19;who ;refuse ;to have unvaccinated children over to their house for playdates ;positive;She did n’t like parents who shun anti-vaccination advocates and refuse to have unvaccinated children over to their house for playdates .;Confirm;certain;Confirm;13;to get their children vaccinated 
the-Guardian_20160416T111806;22;Dr Gordon ;said ;that MMR was â not a dangerous vaccine â ;negative;On this occasion , however , Dr Gordon said unequivocally that MMR was “ not a dangerous vaccine ” .;Deny;certain;Deny;9;about his vaccines 
the-Guardian_20160416T111806;29;public-health advocates ;say ;something has needlessly caused sickness in 1-to-3-year-olds ;negative;The degree of doubt varies widely , from people like Jay Gordon who believe the MMR vaccine should be delayed until the age of 3 – something public-health advocates say has needlessly caused sickness in 1-to-3-year-olds – to much more controversial figures like Joseph Mercola , an osteopath from rural Illinois who mistrusts sunscreen and microwave ovens as well as vaccinations , or Mike Adams , a writer for Natural News who dismisses vaccines as “ medical child abuse ” .;Confirm;uncertain;Confirm;2;others for every little thing 
the-Guardian_20160416T111806;32;the medical community ;urging ;to get their children vaccinated ;positive;Certainly , the medical community has been urging wavering parents to get their children vaccinated , and not just in the media .;Confirm;certain;Deny;13;to get their children vaccinated 
the-Guardian_20170603T090049;2;who ;refused ;to have their child vaccinated ;negative;This is because I used to be one of those people who refused to have their child vaccinated – for anything .;Confirm;certain;Confirm;13;to get their children vaccinated 
the-Guardian_20170603T090049;5;you ;think ;your child is going to catch ;positive;Injections at two , three , four , 12 and 13 months , for diphtheria , tetanus , tuberculosis , pertussis , polio – all these archaic names , not things that you actually think your child is going to catch .;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
the-Guardian_20170603T090049;9;me ;convinced ;we had become too over-protective ;negative;I was n't a completely barefoot do-gooding type by any stretch of the imagination , but I breastfed , and read a lot of alternative health forums online that left me convinced we had become too over-protective .;Confirm;certain;Deny;5;you go see it if you can 
the-Guardian_20170603T090049;21;I ;knew ;it had killed one of Queen Victoria 's daughters ;positive;I knew it had killed one of Queen Victoria 's daughters , but that was n't our reality .;Confirm;certain;Deny;13;to get their children vaccinated 
the-Guardian_20170603T090049;26;I ;wish ;I could unsee it ;positive;I wish I could unsee it .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
the-Guardian_20170928T060038;1;Donald Trump ;blames ;a link to vaccines for causing autism ;negative;Donald Trump blames a link to vaccines for causing autism .;Confirm;certain;Confirm;1;vaccines can cause autism 
the-Guardian_20170928T060038;2;he ;blame ;vaccines for his own apparent memory problem ;positive;But he ca n’t blame vaccines for his own apparent memory problem .;Confirm;certain;Confirm;1;vaccines can cause autism 
the-Guardian_20170928T060038;27;I ;concerned ;about how they âre bunched up ;negative;I ’m also a little concerned about how they ’re bunched up . ”;Confirm;certain;Confirm;5;you go see it if you can 
the-Guardian_20170928T060038;28;The Centers for Disease Control and Prevention ( CDC ) ;saying ;the schedule is safe ;positive;The Centers for Disease Control and Prevention ( CDC ) , among other institutions , warns against skipping or delaying vaccinations , saying the schedule is safe .;Confirm;certain;Confirm;13;to get their children vaccinated 
the-Guardian_20170928T060038;31;Pitney , a former Republican operative , ;said ;Trump appeared to be sincere ;positive;Pitney , a former Republican operative , said Trump appeared to be sincere since he aired his views long before running for the White House .;Confirm;certain;Confirm;12;the latter seemed more like a common cold 
the-Guardian_20170928T060038;48;one hostile critic on Amazon ;urged ;to burn his book The Politics of Autism ;negative;Pitney said one hostile critic on Amazon urged people to burn his book The Politics of Autism .;Confirm;certain;Confirm;1;vaccines can cause autism 
thehealthyhomeeconomist-com_20170810T004952;9;you ;think ;you are getting their honest assessment ;positive;If you think you are getting their honest assessment , think again .;Confirm;certain;Confirm;2;others for every little thing 
thehealthyhomeeconomist-com_20170810T004952;10;You ;assume ;shots are dangerous ;negative;You should neither assume shots are dangerous just because your friend down the street does n’t vaccinate her kids .;Confirm;certain;Deny;6;the quick response prevented the outbreak from getting worse 
thehealthyhomeeconomist-com_20170810T004952;20;who ;knows ;what is best for them ;negative;There is no one on earth who knows what is best for them except you and your spouse – not even and most especially not your doctor !;Confirm;uncertain;Deny;3;it was like I was a completely different baby afterwards 
thehealthyhomeeconomist-com_20170810T004952;32;victims ;claiming ;injury or death of a family member using Vioxx ;positive;As of November 2007 , Merck had agreed to pay $ 4.85 billion to settle approximately 27,000 cases from victims claiming injury or death of a family member using Vioxx .;Confirm;certain;Confirm;1;vaccines can cause autism 
thehealthyhomeeconomist-com_20170810T004952;65;more doctors ;realizing ;the folly of shots ;positive;As it turns out , more doctors are realizing the folly of shots as a growing percentage of pediatricians are declining or delaying shots for their own children !;Confirm;certain;Confirm;6;the quick response prevented the outbreak from getting worse 
thehealthyhomeeconomist-com_20170810T004952;67;my ;decision ;NOT to vaccinate my children ;positive;Here I am , 20 years later , still very happy with my decision NOT to vaccinate my children .;Deny;certain;Deny;8;not to vaccinate their children at all 
thehealthyhomeeconomist-com_20170810T004952;71;who ;regret ;their decision to vaccinate ;positive;Sadly , I know many parents and caregivers with 20/20 hindsight who greatly regret their decision to vaccinate .;Confirm;certain;Confirm;8;not to vaccinate their children at all 
thehealthyhomeeconomist-com_20170810T004952;87;the Moms I know who have one or two older kids who are fully vaccinated and the younger kids who did not get any shots ;tell ;that the unvaccinated children are healthier and have less problems ;negative;In my own circle , the Moms I know who have one or two older kids who are fully vaccinated and the younger kids who did not get any shots tell me that , hands down , that the unvaccinated children are healthier and have less problems ( usually none ) .;Confirm;certain;Deny;13;to get their children vaccinated 
thehealthyhomeeconomist-com_20170810T004952;108;you ;know ;what to do ;negative;If you do n’t know what to do , do n’t do anything !;Confirm;certain;Confirm;0;to how he was invited to an inaugural ball 
thehealthyhomeeconomist-com_20170810T004952;113;I ;convince ;to delay it for a few years ;positive;While I would like to convince you to never vaccinate your child , if I can simply convince you to delay it for a few years that is certainly better than vaccinating a baby .;Confirm;uncertain;Deny;7;that there is no increased risk for these concerns 
thinktwice-com_20170627T191857;1;a firsthand report ;questioning ;the scientific legitimacy of the vaccine industry ;positive;Q. My daughter Lyla Rose Belkin died at the age of five weeks , shortly after receiving a Hepatitis B vaccine booster shot.The following comments are intended to be a heads up to parents and potential parents about the risks of the Hepatitis B vaccine ( HBV ) , and a firsthand report questioning the scientific legitimacy of the vaccine industry , which provides $ 800 million of annual revenue to Merck -- the company which makes the Hepatitis B vaccine distributed in the US .;Confirm;certain;Confirm;9;about his vaccines 
thinktwice-com_20170627T191857;12;Most doctors I asked ;said ;the vaccine was perfectly safe ;positive;Most doctors I asked scoffed at that notion and said the vaccine was perfectly safe .;Confirm;certain;Confirm;9;about his vaccines 
thinktwice-com_20170627T191857;21;they ;mandated ;that all babies must be vaccinated at birth ;positive;I 've discovered the answer is an unrestrained health bureaucracy decided it could n't get junkies , gays , prostitutes and promiscuous heterosexuals to take the Hepatitis B vaccine so they mandated that all babies must be vaccinated at birth .;Confirm;certain;Deny;13;to get their children vaccinated 
thinktwice-com_20170627T191857;36;I ;found ;the VAERS study data to be completely deceptive ;positive;I found the VAERS study data to be completely deceptive .;Confirm;certain;Confirm;14;that there is no evidence of a link 
thinktwice-com_20170627T191857;58;the CDC ;advocates ;a vaccine for public health , ;negative;"But when there are 17,000 reports of adverse reactions to a vaccine the CDC advocates for "" public health , "" the CDC dismisses it as a coincidence .";Confirm;certain;Confirm;9;about his vaccines 
thinktwice-com_20170627T191857;103;the CDC ;refuses ;to acknowledge this large number of serious adverse reactions ;positive;Because the CDC refuses to acknowledge this large number of serious adverse reactions , hospitals and doctors who have been misled about the risks continue to administer the vaccine and then deny any vaccine connection when children die , get ill or have seizures within hours or days .;Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
thinktwice-com_20170627T191857;104;CDC officials ;tell ;they have never heard of hepatitis B vaccine reactions ;negative;CDC officials tell parents they have never heard of hepatitis B vaccine reactions .;Deny;certain;Deny;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T191857;114;their doctor ;denies ;a correlation ;positive;Many parents see the damage after the 1st or 2nd set of shots , yet continue with the series because their doctor denies a correlation .;Confirm;certain;Confirm;14;that there is no evidence of a link 
thinktwice-com_20170627T191857;123;the NY Medical Examiner ( Dr. Persechino ) ;mention ;Lyla 's swollen brain or the hepatitis B vaccine ;positive;But the NY Medical Examiner ( Dr. Persechino ) neglected to mention Lyla 's swollen brain or the hepatitis B vaccine in the autopsy report .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T191857;124;The coroner ;stated ;that her brain was swollen ;positive;The coroner spoke to my wife and I and our pediatrician ( Dr. Zullo ) the day of the autopsy and clearly stated that her brain was swollen .;Confirm;certain;Confirm;3;it was like I was a completely different baby afterwards 
thinktwice-com_20170627T191857;128;we ;know ;what it was ;negative;it was n't this , it was n't that , everything has been ruled out and we do n't know what it was .;Confirm;certain;Deny;0;to how he was invited to an inaugural ball 
thinktwice-com_20170627T191857;142;The ACIP ;recommending ;new vaccines for premature infants ;positive;* The ACIP is recommending new vaccines for premature infants without having scientific studies proving they are safe .;Confirm;certain;Deny;9;about his vaccines 
thinktwice-com_20170627T191857;179;They ;say ;those figures are hypothetical estimates ;positive;They do not say those figures are hypothetical estimates , they misrepresent the data .;Confirm;certain;Deny;7;that there is no increased risk for these concerns 
thinktwice-com_20170627T191857;187;I ;call ;Vaccination Without Representation ;positive;I call it Vaccination Without Representation .;Confirm;certain;Deny;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T191857;188;no scientific studies ;showing ;it was medically safe ;positive;In one instance , the ACIP passed a recommendation for Rotavirus vaccine for premature infants even though no scientific studies had been done showing it was medically safe .;Confirm;certain;Confirm;13;to get their children vaccinated 
thinktwice-com_20170627T191857;201;drug companies ;considered ;These reports acceptable ;positive;"These reports have been ignored , explained away , or considered "" acceptable "" by the FDA , CDC and drug companies .";Confirm;certain;Confirm;7;that there is no increased risk for these concerns 
thinktwice-com_20170627T191857;241;most patients ;complain ;it gets worse over time ;negative;In the reports of such adverse reactions I 've taken , the symptoms do not go away , most patients complain it gets worse over time .;Confirm;certain;Deny;6;the quick response prevented the outbreak from getting worse 
thinktwice-com_20170627T191857;243;who ;doubts ;if Hepatitis B vaccine adverse reactions exist ;negative;Anyone who doubts if Hepatitis B vaccine adverse reactions exist should sit down and read the symptoms and text comments of a random selection of VAERS reports .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T191857;261;we ;recommend ;the Vaccine Safety Manual ;positive;For extensive information on this vaccine -- and the other vaccines as well -- we recommend the Vaccine Safety Manual .;Confirm;certain;Confirm;9;about his vaccines 
thinktwice-com_20170627T191857;278;He ;postulated ;that she could even have viral encephalitis ;negative;He also said that since the MRI he just saw was not too clear , he could not tell whether the small size of the occipital lobe was caused by atrophy or fluid in the brain , and postulated that she could even have viral encephalitis .;Confirm;certain;Deny;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T191857;293;I ;knowing ;what had happened ;positive;I went to pick her up not knowing what had happened , and when I lifted her up she was lifeless , and then her body started to shake .;Confirm;certain;Deny;3;it was like I was a completely different baby afterwards 
thinktwice-com_20170627T191857;297;The doctor ;think ;that she just passed out ;negative;The doctor seems to think that she just passed out , but I am concerned about why she shook the way she did !;Confirm;uncertain;Confirm;6;the quick response prevented the outbreak from getting worse 
thinktwice-com_20170627T191857;314;you ;know ;if anything is being done about this problem ? ;positive;Do you know if anything is being done about this problem ?;Confirm;certain;Confirm;2;others for every little thing 
thinktwice-com_20170627T191857;317;authorities ;deny ;the extent of the problem ;positive;However , the stories are common ;;;;;
thinktwice-com_20170627T191857;322;I ;know ;where to look for them ;positive;My worker 's compensation case is still pending , and I would like to review similar cases but do n't know where to look for them .;Confirm;certain;Deny;5;you go see it if you can 
thinktwice-com_20170627T191857;362;Many ;claim ;some degree of success reversing vaccine damage ;negative;Many claim some degree of success reversing vaccine damage .;Confirm;certain;Confirm;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T191857;365;I ;agreed ;to have her get the vaccine ;negative;when I took my five-week-old daughter in for her check-up , the doctor made me feel really guilty about not having her vaccinated for Hepatitis B. So , wanting to be a good parent , I agreed to have her get the vaccine .;Confirm;certain;Deny;10;when they may get chickenpox vaccine 
thinktwice-com_20170627T191857;369;I ;afraid ;that this vaccine will trigger this in my daughter ;negative;I am afraid that this vaccine will trigger this in my daughter .;Confirm;certain;Confirm;9;about his vaccines 
